"TIME","GEO","INDIC","S_ADJ","Value","Flag and Footnotes"
"2016M04","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","12.0",""
"2016M05","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.7",""
"2016M05","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.4",""
"2016M05","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M05","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.7",""
"2016M05","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","3.0",""
"2016M05","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-1.9",""
"2016M05","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","22.4",""
"2016M05","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","13.2",""
"2016M05","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.6",""
"2016M05","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.4",""
"2016M05","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","12.3",""
"2016M05","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","3.2",""
"2016M05","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-23.8",""
"2016M05","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-36.4",""
"2016M05","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M05","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","104.3",""
"2016M05","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-2.3",""
"2016M05","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-4.8",""
"2016M05","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","17.7",""
"2016M05","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","10.2",""
"2016M05","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.4",""
"2016M05","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.6",""
"2016M05","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","9.6",""
"2016M05","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","7.3",""
"2016M05","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-18.1",""
"2016M05","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-30.7",""
"2016M05","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M05","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","104.1",""
"2016M05","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.3",""
"2016M05","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-10.8",""
"2016M05","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","15.5",""
"2016M05","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","10.9",""
"2016M05","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-11.8",""
"2016M05","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-11.8",""
"2016M05","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","11.5",""
"2016M05","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","12.3",""
"2016M06","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-0.1",""
"2016M06","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.7",""
"2016M06","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M06","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","100.3",""
"2016M06","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.4",""
"2016M06","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.4",""
"2016M06","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","23.4",""
"2016M06","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","14.1",""
"2016M06","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.3",""
"2016M06","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.9",""
"2016M06","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","14.2",""
"2016M06","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","5.4",""
"2016M06","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-22.7",""
"2016M06","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-36.7",""
"2016M06","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M06","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","104.7",""
"2016M06","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-2.0",""
"2016M06","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-3.2",""
"2016M06","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","16.5",""
"2016M06","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","7.9",""
"2016M06","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.6",""
"2016M06","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.7",""
"2016M06","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.0",""
"2016M06","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","7.0",""
"2016M06","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-17.4",""
"2016M06","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-29.3",""
"2016M06","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M06","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","103.7",""
"2016M06","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.3",""
"2016M06","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-12.6",""
"2016M06","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","15.4",""
"2016M06","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","7.1",""
"2016M06","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.3",""
"2016M06","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.1",""
"2016M06","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.8",""
"2016M06","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","10.2",""
"2016M07","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","4.4",""
"2016M07","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.1",""
"2016M07","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M07","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","102.1",""
"2016M07","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.7",""
"2016M07","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","0.9",""
"2016M07","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","19.0",""
"2016M07","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","13.8",""
"2016M07","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.9",""
"2016M07","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-6.3",""
"2016M07","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.2",""
"2016M07","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","6.7",""
"2016M07","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-24.9",""
"2016M07","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-35.9",""
"2016M07","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M07","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","104.4",""
"2016M07","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-3.1",""
"2016M07","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-4.5",""
"2016M07","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","12.8",""
"2016M07","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","7.9",""
"2016M07","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.6",""
"2016M07","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.7",""
"2016M07","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.9",""
"2016M07","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","7.2",""
