Date,OMXV Value,OMXV Change (%),OMXV Daily Change (%),OMX raw,2,,,1,
"16,03,2007",490.88,390.88,-0.04,2007-03-16,3,2007,26390.01,52,
"19,03,2007",493.58,393.58,0.55,2007-03-19,3,2007,26883.59,53,
"20,03,2007",491.49,391.49,-0.42,2007-03-20,3,2007,27375.08,54,
"21,03,2007",486.17,386.17,-1.08,2007-03-21,3,2007,27861.25,55,
"22,03,2007",489.21,389.21,0.63,2007-03-22,3,2007,28350.46,56,
"23,03,2007",490.6,390.6,0.28,2007-03-23,3,2007,28841.06,57,
"26,03,2007",491.46,391.46,0.18,2007-03-26,3,2007,29332.52,58,
"27,03,2007",491.52,391.52,0.01,2007-03-27,3,2007,29824.04,59,
"28,03,2007",488.3,388.3,-0.66,2007-03-28,3,2007,30312.34,60,
"29,03,2007",490.48,390.48,0.45,2007-03-29,3,2007,30802.82,61,
"30,03,2007",493.53,393.53,0.62,2007-03-30,3,2007,31296.35,62,
"02,04,2007",492.01,392.01,-0.31,2007-04-02,4,2007,492.01,1,504.7798387
"03,04,2007",493.51,393.51,0.3,2007-04-03,4,2007,985.52,2,
"04,04,2007",498.05,398.05,0.92,2007-04-04,4,2007,1483.57,3,
"05,04,2007",500.45,400.45,0.48,2007-04-05,4,2007,1984.02,4,
"11,04,2007",502.08,402.08,0.33,2007-04-11,4,2007,2486.1,5,
"12,04,2007",499.13,399.13,-0.59,2007-04-12,4,2007,2985.23,6,
"13,04,2007",500.26,400.26,0.23,2007-04-13,4,2007,3485.49,7,
"16,04,2007",499.64,399.64,-0.12,2007-04-16,4,2007,3985.13,8,
"17,04,2007",499.2,399.2,-0.09,2007-04-17,4,2007,4484.33,9,
"18,04,2007",496.55,396.55,-0.53,2007-04-18,4,2007,4980.88,10,
"19,04,2007",488.84,388.84,-1.55,2007-04-19,4,2007,5469.72,11,
"20,04,2007",491.03,391.03,0.45,2007-04-20,4,2007,5960.75,12,
"23,04,2007",490.5,390.5,-0.11,2007-04-23,4,2007,6451.25,13,
"24,04,2007",491.3,391.3,0.16,2007-04-24,4,2007,6942.55,14,
"25,04,2007",495.17,395.17,0.79,2007-04-25,4,2007,7437.72,15,
"26,04,2007",496.13,396.13,0.19,2007-04-26,4,2007,7933.85,16,
"27,04,2007",492.28,392.28,-0.78,2007-04-27,4,2007,8426.13,17,
"02,05,2007",483.96,383.96,-1.69,2007-05-02,5,2007,8910.09,18,
"03,05,2007",483.35,383.35,-0.13,2007-05-03,5,2007,9393.44,19,
"04,05,2007",481.37,381.37,-0.41,2007-05-04,5,2007,9874.81,20,
"08,05,2007",482.31,382.31,0.2,2007-05-08,5,2007,10357.12,21,
"09,05,2007",487.63,387.63,1.1,2007-05-09,5,2007,10844.75,22,
"10,05,2007",485.38,385.38,-0.46,2007-05-10,5,2007,11330.13,23,
"11,05,2007",482.61,382.61,-0.57,2007-05-11,5,2007,11812.74,24,
"14,05,2007",483.86,383.86,0.26,2007-05-14,5,2007,12296.6,25,
"15,05,2007",485.52,385.52,0.34,2007-05-15,5,2007,12782.12,26,
"16,05,2007",486.22,386.22,0.14,2007-05-16,5,2007,13268.34,27,
"18,05,2007",491.7,391.7,1.13,2007-05-18,5,2007,13760.04,28,
"21,05,2007",494.23,394.23,0.51,2007-05-21,5,2007,14254.27,29,
"22,05,2007",495.44,395.44,0.24,2007-05-22,5,2007,14749.71,30,
"23,05,2007",497.29,397.29,0.37,2007-05-23,5,2007,15247,31,
"24,05,2007",493.41,393.41,-0.78,2007-05-24,5,2007,15740.41,32,
"25,05,2007",493.26,393.26,-0.03,2007-05-25,5,2007,16233.67,33,
"28,05,2007",492.46,392.46,-0.16,2007-05-28,5,2007,16726.13,34,
"29,05,2007",492.64,392.64,0.04,2007-05-29,5,2007,17218.77,35,
"30,05,2007",490,390,-0.54,2007-05-30,5,2007,17708.77,36,
"31,05,2007",492.22,392.22,0.45,2007-05-31,5,2007,18200.99,37,
"01,06,2007",492.74,392.74,0.11,2007-06-01,6,2007,18693.73,38,
"04,06,2007",496.22,396.22,0.71,2007-06-04,6,2007,19189.95,39,
"05,06,2007",497.98,397.98,0.35,2007-06-05,6,2007,19687.93,40,
"06,06,2007",499.15,399.15,0.23,2007-06-06,6,2007,20187.08,41,
"07,06,2007",500.24,400.24,0.22,2007-06-07,6,2007,20687.32,42,
"08,06,2007",499.02,399.02,-0.24,2007-06-08,6,2007,21186.34,43,
"11,06,2007",499.17,399.17,0.03,2007-06-11,6,2007,21685.51,44,
"12,06,2007",495.3,395.3,-0.78,2007-06-12,6,2007,22180.81,45,
"13,06,2007",499.2,399.2,0.79,2007-06-13,6,2007,22680.01,46,
"14,06,2007",503.04,403.04,0.77,2007-06-14,6,2007,23183.05,47,
"15,06,2007",502.45,402.45,-0.12,2007-06-15,6,2007,23685.5,48,
"18,06,2007",507.74,407.74,1.05,2007-06-18,6,2007,24193.24,49,
"19,06,2007",511.14,411.14,0.67,2007-06-19,6,2007,24704.38,50,
"20,06,2007",513.13,413.13,0.39,2007-06-20,6,2007,25217.51,51,
"21,06,2007",515.38,415.38,0.44,2007-06-21,6,2007,25732.89,52,
"22,06,2007",522.05,422.05,1.29,2007-06-22,6,2007,26254.94,53,
"26,06,2007",531.84,431.84,1.88,2007-06-26,6,2007,26786.78,54,
"27,06,2007",532.98,432.98,0.21,2007-06-27,6,2007,27319.76,55,
"28,06,2007",531.68,431.68,-0.24,2007-06-28,6,2007,27851.44,56,
"29,06,2007",532.9,432.9,0.23,2007-06-29,6,2007,28384.34,57,
"02,07,2007",529.42,429.42,-0.65,2007-07-02,7,2007,529.42,1,497.9708772
"03,07,2007",536.74,436.74,1.38,2007-07-03,7,2007,1066.16,2,
"04,07,2007",541.44,441.44,0.88,2007-07-04,7,2007,1607.6,3,
"05,07,2007",540.32,440.32,-0.21,2007-07-05,7,2007,2147.92,4,
"09,07,2007",546.04,446.04,1.06,2007-07-09,7,2007,2693.96,5,
"10,07,2007",547.72,447.72,0.31,2007-07-10,7,2007,3241.68,6,
"11,07,2007",541.67,441.67,-1.1,2007-07-11,7,2007,3783.35,7,
"12,07,2007",543.14,443.14,0.27,2007-07-12,7,2007,4326.49,8,
"13,07,2007",546.98,446.98,0.71,2007-07-13,7,2007,4873.47,9,
"16,07,2007",546.18,446.18,-0.15,2007-07-16,7,2007,5419.65,10,
"17,07,2007",547.18,447.18,0.18,2007-07-17,7,2007,5966.83,11,
"18,07,2007",545.53,445.53,-0.3,2007-07-18,7,2007,6512.36,12,
"19,07,2007",550.96,450.96,1,2007-07-19,7,2007,7063.32,13,
"20,07,2007",556.98,456.98,1.09,2007-07-20,7,2007,7620.3,14,
"23,07,2007",564.29,464.29,1.31,2007-07-23,7,2007,8184.59,15,
"24,07,2007",573.08,473.08,1.56,2007-07-24,7,2007,8757.67,16,
"25,07,2007",570.53,470.53,-0.44,2007-07-25,7,2007,9328.2,17,
"26,07,2007",572.16,472.16,0.29,2007-07-26,7,2007,9900.36,18,
"27,07,2007",557.07,457.07,-2.64,2007-07-27,7,2007,10457.43,19,
"30,07,2007",555.19,455.19,-0.34,2007-07-30,7,2007,11012.62,20,
"31,07,2007",561.02,461.02,1.05,2007-07-31,7,2007,11573.64,21,
"01,08,2007",552.68,452.68,-1.49,2007-08-01,8,2007,12126.32,22,
"02,08,2007",557.61,457.61,0.89,2007-08-02,8,2007,12683.93,23,
"03,08,2007",559.18,459.18,0.28,2007-08-03,8,2007,13243.11,24,
"06,08,2007",554.98,454.98,-0.75,2007-08-06,8,2007,13798.09,25,
"07,08,2007",557.58,457.58,0.47,2007-08-07,8,2007,14355.67,26,
"08,08,2007",559.56,459.56,0.36,2007-08-08,8,2007,14915.23,27,
"09,08,2007",560.01,460.01,0.08,2007-08-09,8,2007,15475.24,28,
"10,08,2007",552.85,452.85,-1.28,2007-08-10,8,2007,16028.09,29,
"13,08,2007",556.61,456.61,0.68,2007-08-13,8,2007,16584.7,30,
"14,08,2007",556.74,456.74,0.02,2007-08-14,8,2007,17141.44,31,
"16,08,2007",540.92,440.92,-2.84,2007-08-16,8,2007,17682.36,32,
"17,08,2007",532.55,432.55,-1.55,2007-08-17,8,2007,18214.91,33,
"20,08,2007",544.68,444.68,2.28,2007-08-20,8,2007,18759.59,34,
"21,08,2007",541.73,441.73,-0.54,2007-08-21,8,2007,19301.32,35,
"22,08,2007",544.55,444.55,0.52,2007-08-22,8,2007,19845.87,36,
"23,08,2007",548.27,448.27,0.68,2007-08-23,8,2007,20394.14,37,
"24,08,2007",545.17,445.17,-0.57,2007-08-24,8,2007,20939.31,38,
"27,08,2007",546.99,446.99,0.33,2007-08-27,8,2007,21486.3,39,
"28,08,2007",544.64,444.64,-0.43,2007-08-28,8,2007,22030.94,40,
"29,08,2007",544.18,444.18,-0.08,2007-08-29,8,2007,22575.12,41,
"30,08,2007",544.46,444.46,0.05,2007-08-30,8,2007,23119.58,42,
"31,08,2007",546.15,446.15,0.31,2007-08-31,8,2007,23665.73,43,
"03,09,2007",546.8,446.8,0.12,2007-09-03,9,2007,24212.53,44,
"04,09,2007",545.19,445.19,-0.29,2007-09-04,9,2007,24757.72,45,
"05,09,2007",547.07,447.07,0.34,2007-09-05,9,2007,25304.79,46,
"06,09,2007",549.8,449.8,0.5,2007-09-06,9,2007,25854.59,47,
"07,09,2007",553.51,453.51,0.67,2007-09-07,9,2007,26408.1,48,
"10,09,2007",550.75,450.75,-0.5,2007-09-10,9,2007,26958.85,49,
"11,09,2007",552.49,452.49,0.32,2007-09-11,9,2007,27511.34,50,
"12,09,2007",552.25,452.25,-0.04,2007-09-12,9,2007,28063.59,51,
"13,09,2007",553.03,453.03,0.14,2007-09-13,9,2007,28616.62,52,
"14,09,2007",552.18,452.18,-0.15,2007-09-14,9,2007,29168.8,53,
"17,09,2007",552.24,452.24,0.01,2007-09-17,9,2007,29721.04,54,
"18,09,2007",552.27,452.27,0.01,2007-09-18,9,2007,30273.31,55,
"19,09,2007",559.06,459.06,1.23,2007-09-19,9,2007,30832.37,56,
"20,09,2007",556.46,456.46,-0.47,2007-09-20,9,2007,31388.83,57,
"21,09,2007",556.14,456.14,-0.06,2007-09-21,9,2007,31944.97,58,
"24,09,2007",557.88,457.88,0.31,2007-09-24,9,2007,32502.85,59,
"25,09,2007",558.06,458.06,0.03,2007-09-25,9,2007,33060.91,60,
"26,09,2007",561.26,461.26,0.57,2007-09-26,9,2007,33622.17,61,
"27,09,2007",565.08,465.08,0.68,2007-09-27,9,2007,34187.25,62,
"28,09,2007",569.04,469.04,0.7,2007-09-28,9,2007,34756.29,63,
"01,10,2007",569.79,469.79,0.13,2007-10-01,10,2007,569.79,1,551.6871429
"02,10,2007",575.83,475.83,1.06,2007-10-02,10,2007,1145.62,2,
"03,10,2007",580.94,480.94,0.89,2007-10-03,10,2007,1726.56,3,
"04,10,2007",586.24,486.24,0.91,2007-10-04,10,2007,2312.8,4,
"05,10,2007",588.37,488.37,0.36,2007-10-05,10,2007,2901.17,5,
"08,10,2007",591.44,491.44,0.52,2007-10-08,10,2007,3492.61,6,
"09,10,2007",588.64,488.64,-0.47,2007-10-09,10,2007,4081.25,7,
"10,10,2007",585.12,485.12,-0.6,2007-10-10,10,2007,4666.37,8,
"11,10,2007",581.96,481.96,-0.54,2007-10-11,10,2007,5248.33,9,
"12,10,2007",567.27,467.27,-2.52,2007-10-12,10,2007,5815.6,10,
"15,10,2007",577.2,477.2,1.75,2007-10-15,10,2007,6392.8,11,
"16,10,2007",578.99,478.99,0.31,2007-10-16,10,2007,6971.79,12,
"17,10,2007",577.85,477.85,-0.2,2007-10-17,10,2007,7549.64,13,
"18,10,2007",580.64,480.64,0.48,2007-10-18,10,2007,8130.28,14,
"19,10,2007",580.05,480.05,-0.1,2007-10-19,10,2007,8710.33,15,
"22,10,2007",571.94,471.94,-1.4,2007-10-22,10,2007,9282.27,16,
"23,10,2007",573.53,473.53,0.28,2007-10-23,10,2007,9855.8,17,
"24,10,2007",582.94,482.94,1.64,2007-10-24,10,2007,10438.74,18,
"25,10,2007",582.88,482.88,-0.01,2007-10-25,10,2007,11021.62,19,
"26,10,2007",579.43,479.43,-0.59,2007-10-26,10,2007,11601.05,20,
"29,10,2007",576.73,476.73,-0.47,2007-10-29,10,2007,12177.78,21,
"30,10,2007",573.28,473.28,-0.6,2007-10-30,10,2007,12751.06,22,
"31,10,2007",565.42,465.42,-1.37,2007-10-31,10,2007,13316.48,23,
"05,11,2007",545.91,445.91,-3.45,2007-11-05,11,2007,13862.39,24,
"06,11,2007",544.04,444.04,-0.34,2007-11-06,11,2007,14406.43,25,
"07,11,2007",550.53,450.53,1.19,2007-11-07,11,2007,14956.96,26,
"08,11,2007",543.23,443.23,-1.33,2007-11-08,11,2007,15500.19,27,
"09,11,2007",548.72,448.72,1.01,2007-11-09,11,2007,16048.91,28,
"12,11,2007",544.83,444.83,-0.71,2007-11-12,11,2007,16593.74,29,
"13,11,2007",543.53,443.53,-0.24,2007-11-13,11,2007,17137.27,30,
"14,11,2007",542.67,442.67,-0.16,2007-11-14,11,2007,17679.94,31,
"15,11,2007",541.25,441.25,-0.26,2007-11-15,11,2007,18221.19,32,
"16,11,2007",543.21,443.21,0.36,2007-11-16,11,2007,18764.4,33,
"19,11,2007",540.5,440.5,-0.5,2007-11-19,11,2007,19304.9,34,
"20,11,2007",531.83,431.83,-1.6,2007-11-20,11,2007,19836.73,35,
"21,11,2007",516.06,416.06,-2.97,2007-11-21,11,2007,20352.79,36,
"22,11,2007",508.2,408.2,-1.52,2007-11-22,11,2007,20860.99,37,
"23,11,2007",515.5,415.5,1.44,2007-11-23,11,2007,21376.49,38,
"26,11,2007",523.21,423.21,1.5,2007-11-26,11,2007,21899.7,39,
"27,11,2007",510.94,410.94,-2.35,2007-11-27,11,2007,22410.64,40,
"28,11,2007",511.2,411.2,0.05,2007-11-28,11,2007,22921.84,41,
"29,11,2007",512.13,412.13,0.18,2007-11-29,11,2007,23433.97,42,
"30,11,2007",509.83,409.83,-0.45,2007-11-30,11,2007,23943.8,43,
"03,12,2007",509.3,409.3,-0.1,2007-12-03,12,2007,24453.1,44,
"04,12,2007",508.02,408.02,-0.25,2007-12-04,12,2007,24961.12,45,
"05,12,2007",508.64,408.64,0.12,2007-12-05,12,2007,25469.76,46,
"06,12,2007",502.94,402.94,-1.12,2007-12-06,12,2007,25972.7,47,
"07,12,2007",500.75,400.75,-0.44,2007-12-07,12,2007,26473.45,48,
"10,12,2007",494.98,394.98,-1.15,2007-12-10,12,2007,26968.43,49,
"11,12,2007",505.2,405.2,2.06,2007-12-11,12,2007,27473.63,50,
"12,12,2007",502.7,402.7,-0.49,2007-12-12,12,2007,27976.33,51,
"13,12,2007",507.32,407.32,0.92,2007-12-13,12,2007,28483.65,52,
"14,12,2007",514.26,414.26,1.37,2007-12-14,12,2007,28997.91,53,
"17,12,2007",515.25,415.25,0.19,2007-12-17,12,2007,29513.16,54,
"18,12,2007",510.86,410.86,-0.85,2007-12-18,12,2007,30024.02,55,
"19,12,2007",510.07,410.07,-0.15,2007-12-19,12,2007,30534.09,56,
"20,12,2007",506.52,406.52,-0.7,2007-12-20,12,2007,31040.61,57,
"21,12,2007",506.42,406.42,-0.02,2007-12-21,12,2007,31547.03,58,
"27,12,2007",507.13,407.13,0.14,2007-12-27,12,2007,32054.16,59,
"28,12,2007",514.23,414.23,1.4,2007-12-28,12,2007,32568.39,60,
"02,01,2008",516.56,416.56,0.45,2008-01-02,1,2008,516.56,1,542.8065
"03,01,2008",513.68,413.68,-0.56,2008-01-03,1,2008,1030.24,2,
"04,01,2008",517.23,417.23,0.69,2008-01-04,1,2008,1547.47,3,
"07,01,2008",513.03,413.03,-0.81,2008-01-07,1,2008,2060.5,4,
"08,01,2008",512.49,412.49,-0.11,2008-01-08,1,2008,2572.99,5,
"09,01,2008",517.28,417.28,0.93,2008-01-09,1,2008,3090.27,6,
"10,01,2008",516.79,416.79,-0.09,2008-01-10,1,2008,3607.06,7,
"11,01,2008",513.73,413.73,-0.59,2008-01-11,1,2008,4120.79,8,
"14,01,2008",507.08,407.08,-1.29,2008-01-14,1,2008,4627.87,9,
"15,01,2008",505.34,405.34,-0.34,2008-01-15,1,2008,5133.21,10,
"16,01,2008",487.67,387.67,-3.5,2008-01-16,1,2008,5620.88,11,
"17,01,2008",487.03,387.03,-0.13,2008-01-17,1,2008,6107.91,12,
"18,01,2008",483.9,383.9,-0.64,2008-01-18,1,2008,6591.81,13,
"21,01,2008",472.15,372.15,-2.43,2008-01-21,1,2008,7063.96,14,
"22,01,2008",453.3,353.3,-3.99,2008-01-22,1,2008,7517.26,15,
"23,01,2008",452.76,352.76,-0.12,2008-01-23,1,2008,7970.02,16,
"24,01,2008",457.24,357.24,0.99,2008-01-24,1,2008,8427.26,17,
"25,01,2008",462.3,362.3,1.11,2008-01-25,1,2008,8889.56,18,
"28,01,2008",458.3,358.3,-0.87,2008-01-28,1,2008,9347.86,19,
"29,01,2008",455.32,355.32,-0.65,2008-01-29,1,2008,9803.18,20,
"30,01,2008",461.18,361.18,1.29,2008-01-30,1,2008,10264.36,21,
"31,01,2008",457.16,357.16,-0.87,2008-01-31,1,2008,10721.52,22,
"01,02,2008",463.26,363.26,1.33,2008-02-01,2,2008,11184.78,23,
"04,02,2008",470.17,370.17,1.49,2008-02-04,2,2008,11654.95,24,
"05,02,2008",469.21,369.21,-0.2,2008-02-05,2,2008,12124.16,25,
"06,02,2008",463.99,363.99,-1.11,2008-02-06,2,2008,12588.15,26,
"07,02,2008",466.06,366.06,0.45,2008-02-07,2,2008,13054.21,27,
"08,02,2008",468.87,368.87,0.6,2008-02-08,2,2008,13523.08,28,
"11,02,2008",468.83,368.83,-0.01,2008-02-11,2,2008,13991.91,29,
"12,02,2008",483.71,383.71,3.17,2008-02-12,2,2008,14475.62,30,
"13,02,2008",480.55,380.55,-0.65,2008-02-13,2,2008,14956.17,31,
"14,02,2008",485.4,385.4,1.01,2008-02-14,2,2008,15441.57,32,
"15,02,2008",484.37,384.37,-0.21,2008-02-15,2,2008,15925.94,33,
"19,02,2008",488.99,388.99,0.95,2008-02-19,2,2008,16414.93,34,
"20,02,2008",488.94,388.94,-0.01,2008-02-20,2,2008,16903.87,35,
"21,02,2008",490.49,390.49,0.32,2008-02-21,2,2008,17394.36,36,
"22,02,2008",491.79,391.79,0.27,2008-02-22,2,2008,17886.15,37,
"25,02,2008",495.95,395.95,0.85,2008-02-25,2,2008,18382.1,38,
"26,02,2008",501.01,401.01,1.02,2008-02-26,2,2008,18883.11,39,
"27,02,2008",498.73,398.73,-0.46,2008-02-27,2,2008,19381.84,40,
"28,02,2008",498.27,398.27,-0.09,2008-02-28,2,2008,19880.11,41,
"29,02,2008",500.46,400.46,0.44,2008-02-29,2,2008,20380.57,42,
"03,03,2008",492.26,392.26,-1.64,2008-03-03,3,2008,20872.83,43,
"04,03,2008",490.11,390.11,-0.44,2008-03-04,3,2008,21362.94,44,
"05,03,2008",491.56,391.56,0.3,2008-03-05,3,2008,21854.5,45,
"06,03,2008",492.15,392.15,0.12,2008-03-06,3,2008,22346.65,46,
"07,03,2008",488.88,388.88,-0.66,2008-03-07,3,2008,22835.53,47,
"12,03,2008",493.85,393.85,1.02,2008-03-12,3,2008,23329.38,48,
"13,03,2008",488.77,388.77,-1.03,2008-03-13,3,2008,23818.15,49,
"14,03,2008",489.99,389.99,0.25,2008-03-14,3,2008,24308.14,50,
"17,03,2008",482.01,382.01,-1.63,2008-03-17,3,2008,24790.15,51,
"18,03,2008",483.79,383.79,0.37,2008-03-18,3,2008,25273.94,52,
"19,03,2008",477.5,377.5,-1.3,2008-03-19,3,2008,25751.44,53,
"20,03,2008",476.17,376.17,-0.28,2008-03-20,3,2008,26227.61,54,
"26,03,2008",471.65,371.65,-0.95,2008-03-26,3,2008,26699.26,55,
"27,03,2008",469.53,369.53,-0.45,2008-03-27,3,2008,27168.79,56,
"28,03,2008",469.93,369.93,0.09,2008-03-28,3,2008,27638.72,57,
"31,03,2008",466.88,366.88,-0.65,2008-03-31,3,2008,28105.6,58,
"01,04,2008",466.44,366.44,-0.09,2008-04-01,4,2008,466.44,1,484.5793103
"02,04,2008",468.46,368.46,0.43,2008-04-02,4,2008,934.9,2,
"03,04,2008",465.41,365.41,-0.65,2008-04-03,4,2008,1400.31,3,
"04,04,2008",462.63,362.63,-0.6,2008-04-04,4,2008,1862.94,4,
"07,04,2008",458.67,358.67,-0.86,2008-04-07,4,2008,2321.61,5,
"08,04,2008",449.98,349.98,-1.89,2008-04-08,4,2008,2771.59,6,
"09,04,2008",448.85,348.85,-0.25,2008-04-09,4,2008,3220.44,7,
"10,04,2008",446.12,346.12,-0.61,2008-04-10,4,2008,3666.56,8,
"11,04,2008",453.34,353.34,1.62,2008-04-11,4,2008,4119.9,9,
"14,04,2008",456.51,356.51,0.7,2008-04-14,4,2008,4576.41,10,
"15,04,2008",455.16,355.16,-0.3,2008-04-15,4,2008,5031.57,11,
"16,04,2008",451.72,351.72,-0.76,2008-04-16,4,2008,5483.29,12,
"17,04,2008",450.74,350.74,-0.22,2008-04-17,4,2008,5934.03,13,
"18,04,2008",451.7,351.7,0.21,2008-04-18,4,2008,6385.73,14,
"21,04,2008",446.07,346.07,-1.25,2008-04-21,4,2008,6831.8,15,
"22,04,2008",437.43,337.43,-1.94,2008-04-22,4,2008,7269.23,16,
"23,04,2008",432.14,332.14,-1.21,2008-04-23,4,2008,7701.37,17,
"24,04,2008",434.31,334.31,0.5,2008-04-24,4,2008,8135.68,18,
"25,04,2008",440.76,340.76,1.49,2008-04-25,4,2008,8576.44,19,
"28,04,2008",439.59,339.59,-0.27,2008-04-28,4,2008,9016.03,20,
"29,04,2008",441.32,341.32,0.39,2008-04-29,4,2008,9457.35,21,
"30,04,2008",441.78,341.78,0.1,2008-04-30,4,2008,9899.13,22,
"06,05,2008",440.19,340.19,-0.36,2008-05-06,5,2008,10339.32,23,
"07,05,2008",436.89,336.89,-0.75,2008-05-07,5,2008,10776.21,24,
"08,05,2008",436.65,336.65,-0.05,2008-05-08,5,2008,11212.86,25,
"09,05,2008",438.96,338.96,0.53,2008-05-09,5,2008,11651.82,26,
"12,05,2008",433.17,333.17,-1.32,2008-05-12,5,2008,12084.99,27,
"13,05,2008",429.05,329.05,-0.95,2008-05-13,5,2008,12514.04,28,
"14,05,2008",422.97,322.97,-1.42,2008-05-14,5,2008,12937.01,29,
"15,05,2008",427.46,327.46,1.06,2008-05-15,5,2008,13364.47,30,
"16,05,2008",423.19,323.19,-1,2008-05-16,5,2008,13787.66,31,
"19,05,2008",418.52,318.52,-1.1,2008-05-19,5,2008,14206.18,32,
"20,05,2008",417.24,317.24,-0.31,2008-05-20,5,2008,14623.42,33,
"21,05,2008",415.33,315.33,-0.46,2008-05-21,5,2008,15038.75,34,
"22,05,2008",410.17,310.17,-1.24,2008-05-22,5,2008,15448.92,35,
"23,05,2008",415.73,315.73,1.36,2008-05-23,5,2008,15864.65,36,
"26,05,2008",424.27,324.27,2.05,2008-05-26,5,2008,16288.92,37,
"27,05,2008",419.33,319.33,-1.16,2008-05-27,5,2008,16708.25,38,
"28,05,2008",425.28,325.28,1.42,2008-05-28,5,2008,17133.53,39,
"29,05,2008",430.41,330.41,1.21,2008-05-29,5,2008,17563.94,40,
"30,05,2008",431.64,331.64,0.29,2008-05-30,5,2008,17995.58,41,
"02,06,2008",432.94,332.94,0.3,2008-06-02,6,2008,18428.52,42,
"03,06,2008",422.13,322.13,-2.5,2008-06-03,6,2008,18850.65,43,
"04,06,2008",426.18,326.18,0.96,2008-06-04,6,2008,19276.83,44,
"05,06,2008",429.23,329.23,0.72,2008-06-05,6,2008,19706.06,45,
"06,06,2008",438.26,338.26,2.1,2008-06-06,6,2008,20144.32,46,
"09,06,2008",435.54,335.54,-0.62,2008-06-09,6,2008,20579.86,47,
"10,06,2008",433.97,333.97,-0.36,2008-06-10,6,2008,21013.83,48,
"11,06,2008",432.38,332.38,-0.37,2008-06-11,6,2008,21446.21,49,
"12,06,2008",431.76,331.76,-0.14,2008-06-12,6,2008,21877.97,50,
"13,06,2008",432.77,332.77,0.23,2008-06-13,6,2008,22310.74,51,
"16,06,2008",430.34,330.34,-0.56,2008-06-16,6,2008,22741.08,52,
"17,06,2008",429.54,329.54,-0.19,2008-06-17,6,2008,23170.62,53,
"18,06,2008",432.28,332.28,0.64,2008-06-18,6,2008,23602.9,54,
"19,06,2008",431.51,331.51,-0.18,2008-06-19,6,2008,24034.41,55,
"20,06,2008",429.29,329.29,-0.51,2008-06-20,6,2008,24463.7,56,
"25,06,2008",430.46,330.46,0.27,2008-06-25,6,2008,24894.16,57,
"26,06,2008",430.76,330.76,0.07,2008-06-26,6,2008,25324.92,58,
"27,06,2008",427.71,327.71,-0.71,2008-06-27,6,2008,25752.63,59,
"30,06,2008",424.34,324.34,-0.79,2008-06-30,6,2008,26176.97,60,
"01,07,2008",424.32,324.32,0,2008-07-01,7,2008,424.32,1,436.2828333
"02,07,2008",423.96,323.96,-0.08,2008-07-02,7,2008,848.28,2,
"03,07,2008",417.98,317.98,-1.41,2008-07-03,7,2008,1266.26,3,
"04,07,2008",421.7,321.7,0.89,2008-07-04,7,2008,1687.96,4,
"08,07,2008",421.41,321.41,-0.07,2008-07-08,7,2008,2109.37,5,
"09,07,2008",422.34,322.34,0.22,2008-07-09,7,2008,2531.71,6,
"10,07,2008",417.83,317.83,-1.07,2008-07-10,7,2008,2949.54,7,
"11,07,2008",417.15,317.15,-0.16,2008-07-11,7,2008,3366.69,8,
"14,07,2008",415.55,315.55,-0.38,2008-07-14,7,2008,3782.24,9,
"15,07,2008",412.94,312.94,-0.63,2008-07-15,7,2008,4195.18,10,
"16,07,2008",408.76,308.76,-1.01,2008-07-16,7,2008,4603.94,11,
"17,07,2008",408.73,308.73,-0.01,2008-07-17,7,2008,5012.67,12,
"18,07,2008",406.25,306.25,-0.61,2008-07-18,7,2008,5418.92,13,
"21,07,2008",401.12,301.12,-1.26,2008-07-21,7,2008,5820.04,14,
"22,07,2008",393.27,293.27,-1.96,2008-07-22,7,2008,6213.31,15,
"23,07,2008",394.17,294.17,0.23,2008-07-23,7,2008,6607.48,16,
"24,07,2008",403.59,303.59,2.39,2008-07-24,7,2008,7011.07,17,
"25,07,2008",400.88,300.88,-0.67,2008-07-25,7,2008,7411.95,18,
"28,07,2008",400.69,300.69,-0.05,2008-07-28,7,2008,7812.64,19,
"29,07,2008",399.75,299.75,-0.23,2008-07-29,7,2008,8212.39,20,
"30,07,2008",400.7,300.7,0.24,2008-07-30,7,2008,8613.09,21,
"31,07,2008",401.04,301.04,0.08,2008-07-31,7,2008,9014.13,22,
"01,08,2008",398.76,298.76,-0.57,2008-08-01,8,2008,9412.89,23,
"04,08,2008",402.07,302.07,0.83,2008-08-04,8,2008,9814.96,24,
"05,08,2008",402.06,302.06,0,2008-08-05,8,2008,10217.02,25,
"06,08,2008",401.8,301.8,-0.06,2008-08-06,8,2008,10618.82,26,
"07,08,2008",401.48,301.48,-0.08,2008-08-07,8,2008,11020.3,27,
"08,08,2008",402.43,302.43,0.24,2008-08-08,8,2008,11422.73,28,
"11,08,2008",403.7,303.7,0.32,2008-08-11,8,2008,11826.43,29,
"12,08,2008",405.16,305.16,0.36,2008-08-12,8,2008,12231.59,30,
"13,08,2008",401.99,301.99,-0.78,2008-08-13,8,2008,12633.58,31,
"14,08,2008",400.8,300.8,-0.3,2008-08-14,8,2008,13034.38,32,
"18,08,2008",401.51,301.51,0.18,2008-08-18,8,2008,13435.89,33,
"19,08,2008",409.22,309.22,1.92,2008-08-19,8,2008,13845.11,34,
"20,08,2008",415.56,315.56,1.55,2008-08-20,8,2008,14260.67,35,
