Date,OMXV Value,OMXV Change (%),OMXV Daily Change (%),OMX raw,2,,,1,
"04,01,2004",174.82,74.82,0,2004-01-04,1,2004,698.94,4,
"05,01,2004",177.35,77.35,1.45,2004-01-05,1,2004,876.29,5,
"06,01,2004",181.14,81.14,2.14,2004-01-06,1,2004,1057.43,6,
"07,01,2004",185.17,85.17,2.22,2004-01-07,1,2004,1242.6,7,
"08,01,2004",184.81,84.81,-0.19,2004-01-08,1,2004,1427.41,8,
"09,01,2004",184.02,84.02,-0.43,2004-01-09,1,2004,1611.43,9,
"10,01,2004",184.02,84.02,0,2004-01-10,1,2004,1795.45,10,
"11,01,2004",184.02,84.02,0,2004-01-11,1,2004,1979.47,11,
"12,01,2004",184.61,84.61,0.32,2004-01-12,1,2004,2164.08,12,
"13,01,2004",185.18,85.18,0.31,2004-01-13,1,2004,2349.26,13,
"14,01,2004",185.03,85.03,-0.08,2004-01-14,1,2004,2534.29,14,
"15,01,2004",187.24,87.24,1.19,2004-01-15,1,2004,2721.53,15,
"16,01,2004",188.1,88.1,0.46,2004-01-16,1,2004,2909.63,16,
"17,01,2004",188.1,88.1,0,2004-01-17,1,2004,3097.73,17,
"18,01,2004",188.1,88.1,0,2004-01-18,1,2004,3285.83,18,
"19,01,2004",189.26,89.26,0.62,2004-01-19,1,2004,3475.09,19,
"20,01,2004",188.78,88.78,-0.25,2004-01-20,1,2004,3663.87,20,
"21,01,2004",189.49,89.49,0.38,2004-01-21,1,2004,3853.36,21,
"22,01,2004",189.03,89.03,-0.24,2004-01-22,1,2004,4042.39,22,
"23,01,2004",189.39,89.39,0.19,2004-01-23,1,2004,4231.78,23,
"24,01,2004",189.39,89.39,0,2004-01-24,1,2004,4421.17,24,
"25,01,2004",189.39,89.39,0,2004-01-25,1,2004,4610.56,25,
"26,01,2004",189.12,89.12,-0.14,2004-01-26,1,2004,4799.68,26,
"27,01,2004",190.02,90.02,0.48,2004-01-27,1,2004,4989.7,27,
"28,01,2004",190.7,90.7,0.36,2004-01-28,1,2004,5180.4,28,
"29,01,2004",191.93,91.93,0.64,2004-01-29,1,2004,5372.33,29,
"30,01,2004",191.65,91.65,-0.15,2004-01-30,1,2004,5563.98,30,
"31,01,2004",191.65,91.65,0,2004-01-31,1,2004,5755.63,31,
"01,02,2004",191.65,91.65,0,2004-02-01,2,2004,5947.28,32,
"02,02,2004",192.38,92.38,0.38,2004-02-02,2,2004,6139.66,33,
"03,02,2004",192.54,92.54,0.08,2004-02-03,2,2004,6332.2,34,
"04,02,2004",192.22,92.22,-0.17,2004-02-04,2,2004,6524.42,35,
"05,02,2004",192.62,92.62,0.21,2004-02-05,2,2004,6717.04,36,
"06,02,2004",192.48,92.48,-0.07,2004-02-06,2,2004,6909.52,37,
"07,02,2004",192.48,92.48,0,2004-02-07,2,2004,7102,38,
"08,02,2004",192.48,92.48,0,2004-02-08,2,2004,7294.48,39,
"09,02,2004",192.93,92.93,0.23,2004-02-09,2,2004,7487.41,40,
"10,02,2004",194.21,94.21,0.66,2004-02-10,2,2004,7681.62,41,
"11,02,2004",195.24,95.24,0.53,2004-02-11,2,2004,7876.86,42,
"12,02,2004",197.64,97.64,1.23,2004-02-12,2,2004,8074.5,43,
"13,02,2004",198.08,98.08,0.22,2004-02-13,2,2004,8272.58,44,
"14,02,2004",198.08,98.08,0,2004-02-14,2,2004,8470.66,45,
"15,02,2004",198.08,98.08,0,2004-02-15,2,2004,8668.74,46,
"16,02,2004",198.08,98.08,0,2004-02-16,2,2004,8866.82,47,
"17,02,2004",198.74,98.74,0.33,2004-02-17,2,2004,9065.56,48,
"18,02,2004",198.8,98.8,0.03,2004-02-18,2,2004,9264.36,49,
"19,02,2004",202.14,102.14,1.68,2004-02-19,2,2004,9466.5,50,
"20,02,2004",205.31,105.31,1.57,2004-02-20,2,2004,9671.81,51,
"21,02,2004",205.31,105.31,0,2004-02-21,2,2004,9877.12,52,
"22,02,2004",205.31,105.31,0,2004-02-22,2,2004,10082.43,53,
"23,02,2004",205.68,105.68,0.18,2004-02-23,2,2004,10288.11,54,
"24,02,2004",204.9,104.9,-0.38,2004-02-24,2,2004,10493.01,55,
"25,02,2004",204.93,104.93,0.01,2004-02-25,2,2004,10697.94,56,
"26,02,2004",204.6,104.6,-0.16,2004-02-26,2,2004,10902.54,57,
"27,02,2004",204.01,104.01,-0.29,2004-02-27,2,2004,11106.55,58,
"28,02,2004",204.01,104.01,0,2004-02-28,2,2004,11310.56,59,
"29,02,2004",204.01,104.01,0,2004-02-29,2,2004,11514.57,60,
"01,03,2004",204.69,104.69,0.33,2004-03-01,3,2004,11719.26,61,
"02,03,2004",204.88,104.88,0.09,2004-03-02,3,2004,11924.14,62,
"03,03,2004",206.72,106.72,0.9,2004-03-03,3,2004,12130.86,63,
"04,03,2004",206.93,106.93,0.1,2004-03-04,3,2004,12337.79,64,
"05,03,2004",207.77,107.77,0.41,2004-03-05,3,2004,12545.56,65,
"06,03,2004",207.77,107.77,0,2004-03-06,3,2004,12753.33,66,
"07,03,2004",207.77,107.77,0,2004-03-07,3,2004,12961.1,67,
"08,03,2004",209.37,109.37,0.77,2004-03-08,3,2004,13170.47,68,
"09,03,2004",210.03,110.03,0.32,2004-03-09,3,2004,13380.5,69,
"10,03,2004",210.47,110.47,0.21,2004-03-10,3,2004,13590.97,70,
"11,03,2004",210.47,110.47,0,2004-03-11,3,2004,13801.44,71,
"12,03,2004",210.64,110.64,0.08,2004-03-12,3,2004,14012.08,72,
"13,03,2004",210.64,110.64,0,2004-03-13,3,2004,14222.72,73,
"14,03,2004",210.64,110.64,0,2004-03-14,3,2004,14433.36,74,
"15,03,2004",210.82,110.82,0.09,2004-03-15,3,2004,14644.18,75,
"16,03,2004",211.63,111.63,0.38,2004-03-16,3,2004,14855.81,76,
"17,03,2004",212.95,112.95,0.62,2004-03-17,3,2004,15068.76,77,
"18,03,2004",213.72,113.72,0.36,2004-03-18,3,2004,15282.48,78,
"19,03,2004",215.3,115.3,0.74,2004-03-19,3,2004,15497.78,79,
"20,03,2004",215.3,115.3,0,2004-03-20,3,2004,15713.08,80,
"21,03,2004",215.3,115.3,0,2004-03-21,3,2004,15928.38,81,
"22,03,2004",216.54,116.54,0.58,2004-03-22,3,2004,16144.92,82,
"23,03,2004",217.8,117.8,0.58,2004-03-23,3,2004,16362.72,83,
"24,03,2004",218.89,118.89,0.5,2004-03-24,3,2004,16581.61,84,
"25,03,2004",219.81,119.81,0.42,2004-03-25,3,2004,16801.42,85,
"26,03,2004",220.57,120.57,0.35,2004-03-26,3,2004,17021.99,86,
"27,03,2004",220.57,120.57,0,2004-03-27,3,2004,17242.56,87,
"28,03,2004",220.57,120.57,0,2004-03-28,3,2004,17463.13,88,
"29,03,2004",219.23,119.23,-0.61,2004-03-29,3,2004,17682.36,89,
"30,03,2004",218.29,118.29,-0.43,2004-03-30,3,2004,17900.65,90,
"31,03,2004",217.8,117.8,-0.22,2004-03-31,3,2004,18118.45,91,
"01,04,2004",222.91,122.91,2.35,2004-04-01,4,2004,222.91,1,199.1038462
"02,04,2004",227.73,127.73,2.16,2004-04-02,4,2004,450.64,2,
"03,04,2004",227.73,127.73,0,2004-04-03,4,2004,678.37,3,
"04,04,2004",227.73,127.73,0,2004-04-04,4,2004,906.1,4,
"05,04,2004",227.35,127.35,-0.17,2004-04-05,4,2004,1133.45,5,
"06,04,2004",227.5,127.5,0.07,2004-04-06,4,2004,1360.95,6,
"07,04,2004",227.34,127.34,-0.07,2004-04-07,4,2004,1588.29,7,
"08,04,2004",226.18,126.18,-0.51,2004-04-08,4,2004,1814.47,8,
"09,04,2004",225.69,125.69,-0.22,2004-04-09,4,2004,2040.16,9,
"10,04,2004",225.69,125.69,0,2004-04-10,4,2004,2265.85,10,
"11,04,2004",225.69,125.69,0,2004-04-11,4,2004,2491.54,11,
"12,04,2004",225.69,125.69,0,2004-04-12,4,2004,2717.23,12,
"13,04,2004",224.21,124.21,-0.66,2004-04-13,4,2004,2941.44,13,
"14,04,2004",224.52,124.52,0.14,2004-04-14,4,2004,3165.96,14,
"15,04,2004",222.6,122.6,-0.86,2004-04-15,4,2004,3388.56,15,
"16,04,2004",226.28,126.28,1.65,2004-04-16,4,2004,3614.84,16,
"17,04,2004",226.28,126.28,0,2004-04-17,4,2004,3841.12,17,
"18,04,2004",226.28,126.28,0,2004-04-18,4,2004,4067.4,18,
"19,04,2004",227.57,127.57,0.57,2004-04-19,4,2004,4294.97,19,
"20,04,2004",226.35,126.35,-0.54,2004-04-20,4,2004,4521.32,20,
"21,04,2004",224.92,124.92,-0.63,2004-04-21,4,2004,4746.24,21,
"22,04,2004",225.43,125.43,0.23,2004-04-22,4,2004,4971.67,22,
"23,04,2004",225.05,125.05,-0.17,2004-04-23,4,2004,5196.72,23,
"24,04,2004",225.05,125.05,0,2004-04-24,4,2004,5421.77,24,
"25,04,2004",225.05,125.05,0,2004-04-25,4,2004,5646.82,25,
"26,04,2004",224.25,124.25,-0.36,2004-04-26,4,2004,5871.07,26,
"27,04,2004",222.22,122.22,-0.91,2004-04-27,4,2004,6093.29,27,
"28,04,2004",224.05,124.05,0.82,2004-04-28,4,2004,6317.34,28,
"29,04,2004",222.77,122.77,-0.57,2004-04-29,4,2004,6540.11,29,
"30,04,2004",221.26,121.26,-0.68,2004-04-30,4,2004,6761.37,30,
"01,05,2004",221.26,121.26,0,2004-05-01,5,2004,6982.63,31,
"02,05,2004",221.26,121.26,0,2004-05-02,5,2004,7203.89,32,
"03,05,2004",222.05,122.05,0.36,2004-05-03,5,2004,7425.94,33,
"04,05,2004",220.2,120.2,-0.83,2004-05-04,5,2004,7646.14,34,
"05,05,2004",219.87,119.87,-0.15,2004-05-05,5,2004,7866.01,35,
"06,05,2004",219.54,119.54,-0.15,2004-05-06,5,2004,8085.55,36,
"07,05,2004",219.07,119.07,-0.21,2004-05-07,5,2004,8304.62,37,
"08,05,2004",219.07,119.07,0,2004-05-08,5,2004,8523.69,38,
"09,05,2004",219.07,119.07,0,2004-05-09,5,2004,8742.76,39,
"10,05,2004",217.94,117.94,-0.52,2004-05-10,5,2004,8960.7,40,
"11,05,2004",215.96,115.96,-0.91,2004-05-11,5,2004,9176.66,41,
"12,05,2004",219.32,119.32,1.56,2004-05-12,5,2004,9395.98,42,
"13,05,2004",220.07,120.07,0.34,2004-05-13,5,2004,9616.05,43,
"14,05,2004",220.13,120.13,0.03,2004-05-14,5,2004,9836.18,44,
"15,05,2004",220.13,120.13,0,2004-05-15,5,2004,10056.31,45,
"16,05,2004",220.13,120.13,0,2004-05-16,5,2004,10276.44,46,
"17,05,2004",217.96,117.96,-0.99,2004-05-17,5,2004,10494.4,47,
"18,05,2004",217.71,117.71,-0.11,2004-05-18,5,2004,10712.11,48,
"19,05,2004",218.59,118.59,0.4,2004-05-19,5,2004,10930.7,49,
"20,05,2004",217.37,117.37,-0.56,2004-05-20,5,2004,11148.07,50,
"21,05,2004",217.71,117.71,0.16,2004-05-21,5,2004,11365.78,51,
"22,05,2004",217.71,117.71,0,2004-05-22,5,2004,11583.49,52,
"23,05,2004",217.71,117.71,0,2004-05-23,5,2004,11801.2,53,
"24,05,2004",217.03,117.03,-0.31,2004-05-24,5,2004,12018.23,54,
"25,05,2004",215.69,115.69,-0.62,2004-05-25,5,2004,12233.92,55,
"26,05,2004",213.8,113.8,-0.88,2004-05-26,5,2004,12447.72,56,
"27,05,2004",210.95,110.95,-1.33,2004-05-27,5,2004,12658.67,57,
"28,05,2004",206.67,106.67,-2.03,2004-05-28,5,2004,12865.34,58,
"29,05,2004",206.67,106.67,0,2004-05-29,5,2004,13072.01,59,
"30,05,2004",206.67,106.67,0,2004-05-30,5,2004,13278.68,60,
"31,05,2004",208.55,108.55,0.91,2004-05-31,5,2004,13487.23,61,
"01,06,2004",207.16,107.16,-0.67,2004-06-01,6,2004,13694.39,62,
"02,06,2004",207.29,107.29,0.06,2004-06-02,6,2004,13901.68,63,
"03,06,2004",205.83,105.83,-0.7,2004-06-03,6,2004,14107.51,64,
"04,06,2004",204.36,104.36,-0.71,2004-06-04,6,2004,14311.87,65,
"05,06,2004",204.36,104.36,0,2004-06-05,6,2004,14516.23,66,
"06,06,2004",204.36,104.36,0,2004-06-06,6,2004,14720.59,67,
"07,06,2004",205.98,105.98,0.79,2004-06-07,6,2004,14926.57,68,
"08,06,2004",208.2,108.2,1.08,2004-06-08,6,2004,15134.77,69,
"09,06,2004",209.46,109.46,0.61,2004-06-09,6,2004,15344.23,70,
"10,06,2004",208.62,108.62,-0.4,2004-06-10,6,2004,15552.85,71,
"11,06,2004",209.22,109.22,0.29,2004-06-11,6,2004,15762.07,72,
"12,06,2004",209.22,109.22,0,2004-06-12,6,2004,15971.29,73,
"13,06,2004",209.22,109.22,0,2004-06-13,6,2004,16180.51,74,
"14,06,2004",208.89,108.89,-0.16,2004-06-14,6,2004,16389.4,75,
"15,06,2004",208.39,108.39,-0.24,2004-06-15,6,2004,16597.79,76,
"16,06,2004",209.13,109.13,0.36,2004-06-16,6,2004,16806.92,77,
"17,06,2004",208.17,108.17,-0.46,2004-06-17,6,2004,17015.09,78,
"18,06,2004",211.68,111.68,1.69,2004-06-18,6,2004,17226.77,79,
"19,06,2004",211.68,111.68,0,2004-06-19,6,2004,17438.45,80,
"20,06,2004",211.68,111.68,0,2004-06-20,6,2004,17650.13,81,
"21,06,2004",210.16,110.16,-0.72,2004-06-21,6,2004,17860.29,82,
"22,06,2004",209.69,109.69,-0.22,2004-06-22,6,2004,18069.98,83,
"23,06,2004",209,109,-0.33,2004-06-23,6,2004,18278.98,84,
"24,06,2004",209,109,0,2004-06-24,6,2004,18487.98,85,
"25,06,2004",209.01,109.01,0,2004-06-25,6,2004,18696.99,86,
"26,06,2004",209.01,109.01,0,2004-06-26,6,2004,18906,87,
"27,06,2004",209.01,109.01,0,2004-06-27,6,2004,19115.01,88,
"28,06,2004",207.55,107.55,-0.7,2004-06-28,6,2004,19322.56,89,
"29,06,2004",207.53,107.53,-0.01,2004-06-29,6,2004,19530.09,90,
"30,06,2004",206.31,106.31,-0.59,2004-06-30,6,2004,19736.4,91,
"01,07,2004",206.25,106.25,-0.03,2004-07-01,7,2004,206.25,1,216.8835165
"02,07,2004",204.21,104.21,-0.99,2004-07-02,7,2004,410.46,2,
"03,07,2004",204.21,104.21,0,2004-07-03,7,2004,614.67,3,
"04,07,2004",204.21,104.21,0,2004-07-04,7,2004,818.88,4,
"05,07,2004",203.15,103.15,-0.52,2004-07-05,7,2004,1022.03,5,
"06,07,2004",203.15,103.15,0,2004-07-06,7,2004,1225.18,6,
"07,07,2004",204.77,104.77,0.8,2004-07-07,7,2004,1429.95,7,
"08,07,2004",205.41,105.41,0.31,2004-07-08,7,2004,1635.36,8,
"09,07,2004",205.99,105.99,0.28,2004-07-09,7,2004,1841.35,9,
"10,07,2004",205.99,105.99,0,2004-07-10,7,2004,2047.34,10,
"11,07,2004",205.99,105.99,0,2004-07-11,7,2004,2253.33,11,
"12,07,2004",205.84,105.84,-0.07,2004-07-12,7,2004,2459.17,12,
"13,07,2004",206.74,106.74,0.44,2004-07-13,7,2004,2665.91,13,
"14,07,2004",207.34,107.34,0.29,2004-07-14,7,2004,2873.25,14,
"15,07,2004",207.52,107.52,0.09,2004-07-15,7,2004,3080.77,15,
"16,07,2004",206.16,106.16,-0.66,2004-07-16,7,2004,3286.93,16,
"17,07,2004",206.16,106.16,0,2004-07-17,7,2004,3493.09,17,
"18,07,2004",206.16,106.16,0,2004-07-18,7,2004,3699.25,18,
"19,07,2004",207.12,107.12,0.47,2004-07-19,7,2004,3906.37,19,
"20,07,2004",205.74,105.74,-0.67,2004-07-20,7,2004,4112.11,20,
"21,07,2004",206.85,106.85,0.54,2004-07-21,7,2004,4318.96,21,
"22,07,2004",206.08,106.08,-0.37,2004-07-22,7,2004,4525.04,22,
"23,07,2004",205.95,105.95,-0.06,2004-07-23,7,2004,4730.99,23,
"24,07,2004",205.95,105.95,0,2004-07-24,7,2004,4936.94,24,
"25,07,2004",205.95,105.95,0,2004-07-25,7,2004,5142.89,25,
"26,07,2004",206.08,106.08,0.06,2004-07-26,7,2004,5348.97,26,
"27,07,2004",204.99,104.99,-0.53,2004-07-27,7,2004,5553.96,27,
"28,07,2004",206.18,106.18,0.58,2004-07-28,7,2004,5760.14,28,
"29,07,2004",206.93,106.93,0.36,2004-07-29,7,2004,5967.07,29,
"30,07,2004",206.8,106.8,-0.06,2004-07-30,7,2004,6173.87,30,
"31,07,2004",206.8,106.8,0,2004-07-31,7,2004,6380.67,31,
"01,08,2004",206.8,106.8,0,2004-08-01,8,2004,6587.47,32,
"02,08,2004",205.67,105.67,-0.55,2004-08-02,8,2004,6793.14,33,
"03,08,2004",206.49,106.49,0.4,2004-08-03,8,2004,6999.63,34,
"04,08,2004",206.42,106.42,-0.03,2004-08-04,8,2004,7206.05,35,
"05,08,2004",206,106,-0.2,2004-08-05,8,2004,7412.05,36,
"06,08,2004",206.27,106.27,0.13,2004-08-06,8,2004,7618.32,37,
"07,08,2004",206.27,106.27,0,2004-08-07,8,2004,7824.59,38,
"08,08,2004",206.27,106.27,0,2004-08-08,8,2004,8030.86,39,
"09,08,2004",205.78,105.78,-0.24,2004-08-09,8,2004,8236.64,40,
"10,08,2004",208.54,108.54,1.34,2004-08-10,8,2004,8445.18,41,
"11,08,2004",208.21,108.21,-0.16,2004-08-11,8,2004,8653.39,42,
"12,08,2004",209.76,109.76,0.74,2004-08-12,8,2004,8863.15,43,
"13,08,2004",209.77,109.77,0,2004-08-13,8,2004,9072.92,44,
"14,08,2004",209.77,109.77,0,2004-08-14,8,2004,9282.69,45,
"15,08,2004",209.77,109.77,0,2004-08-15,8,2004,9492.46,46,
"16,08,2004",212.65,112.65,1.37,2004-08-16,8,2004,9705.11,47,
"17,08,2004",211.05,111.05,-0.75,2004-08-17,8,2004,9916.16,48,
"18,08,2004",210.37,110.37,-0.32,2004-08-18,8,2004,10126.53,49,
"19,08,2004",209.91,109.91,-0.22,2004-08-19,8,2004,10336.44,50,
"20,08,2004",210.1,110.1,0.09,2004-08-20,8,2004,10546.54,51,
"21,08,2004",210.1,110.1,0,2004-08-21,8,2004,10756.64,52,
"22,08,2004",210.1,110.1,0,2004-08-22,8,2004,10966.74,53,
"23,08,2004",210.78,110.78,0.32,2004-08-23,8,2004,11177.52,54,
"24,08,2004",209.75,109.75,-0.49,2004-08-24,8,2004,11387.27,55,
"25,08,2004",210.01,110.01,0.12,2004-08-25,8,2004,11597.28,56,
"26,08,2004",208.43,108.43,-0.75,2004-08-26,8,2004,11805.71,57,
"27,08,2004",207.75,107.75,-0.33,2004-08-27,8,2004,12013.46,58,
"28,08,2004",207.75,107.75,0,2004-08-28,8,2004,12221.21,59,
"29,08,2004",207.75,107.75,0,2004-08-29,8,2004,12428.96,60,
"30,08,2004",208.22,108.22,0.23,2004-08-30,8,2004,12637.18,61,
"31,08,2004",211.3,111.3,1.48,2004-08-31,8,2004,12848.48,62,
"01,09,2004",212.21,112.21,0.43,2004-09-01,9,2004,13060.69,63,
"02,09,2004",214.87,114.87,1.25,2004-09-02,9,2004,13275.56,64,
"03,09,2004",215.41,115.41,0.25,2004-09-03,9,2004,13490.97,65,
"04,09,2004",215.41,115.41,0,2004-09-04,9,2004,13706.38,66,
"05,09,2004",215.41,115.41,0,2004-09-05,9,2004,13921.79,67,
"06,09,2004",213.56,113.56,-0.86,2004-09-06,9,2004,14135.35,68,
"07,09,2004",212.05,112.05,-0.71,2004-09-07,9,2004,14347.4,69,
"08,09,2004",213.33,113.33,0.6,2004-09-08,9,2004,14560.73,70,
"09,09,2004",212.9,112.9,-0.2,2004-09-09,9,2004,14773.63,71,
"10,09,2004",213.78,113.78,0.41,2004-09-10,9,2004,14987.41,72,
"11,09,2004",213.78,113.78,0,2004-09-11,9,2004,15201.19,73,
"12,09,2004",213.78,113.78,0,2004-09-12,9,2004,15414.97,74,
"13,09,2004",213.66,113.66,-0.06,2004-09-13,9,2004,15628.63,75,
"14,09,2004",214.53,114.53,0.41,2004-09-14,9,2004,15843.16,76,
"15,09,2004",216.39,116.39,0.87,2004-09-15,9,2004,16059.55,77,
"16,09,2004",215.97,115.97,-0.19,2004-09-16,9,2004,16275.52,78,
"17,09,2004",216.81,116.81,0.39,2004-09-17,9,2004,16492.33,79,
"18,09,2004",216.81,116.81,0,2004-09-18,9,2004,16709.14,80,
"19,09,2004",216.81,116.81,0,2004-09-19,9,2004,16925.95,81,
"20,09,2004",216.66,116.66,-0.07,2004-09-20,9,2004,17142.61,82,
"21,09,2004",216.42,116.42,-0.11,2004-09-21,9,2004,17359.03,83,
"22,09,2004",217.34,117.34,0.43,2004-09-22,9,2004,17576.37,84,
"23,09,2004",217.19,117.19,-0.07,2004-09-23,9,2004,17793.56,85,
"24,09,2004",217.06,117.06,-0.06,2004-09-24,9,2004,18010.62,86,
"25,09,2004",217.06,117.06,0,2004-09-25,9,2004,18227.68,87,
"26,09,2004",217.06,117.06,0,2004-09-26,9,2004,18444.74,88,
"27,09,2004",218.35,118.35,0.59,2004-09-27,9,2004,18663.09,89,
"28,09,2004",220.4,120.4,0.94,2004-09-28,9,2004,18883.49,90,
"29,09,2004",223.09,123.09,1.22,2004-09-29,9,2004,19106.58,91,
"30,09,2004",223.71,123.71,0.28,2004-09-30,9,2004,19330.29,92,
"01,10,2004",224.19,124.19,0.21,2004-10-01,10,2004,224.19,1,210.1118478
"04,10,2004",224.17,124.17,-0.01,2004-10-04,10,2004,448.36,2,
"05,10,2004",227.26,127.26,1.38,2004-10-05,10,2004,675.62,3,
"06,10,2004",226.43,126.43,-0.37,2004-10-06,10,2004,902.05,4,
"07,10,2004",227.37,127.37,0.42,2004-10-07,10,2004,1129.42,5,
"08,10,2004",227.98,127.98,0.27,2004-10-08,10,2004,1357.4,6,
"11,10,2004",228.86,128.86,0.39,2004-10-11,10,2004,1586.26,7,
"12,10,2004",229.25,129.25,0.17,2004-10-12,10,2004,1815.51,8,
"13,10,2004",229.17,129.17,-0.03,2004-10-13,10,2004,2044.68,9,
"14,10,2004",230.04,130.04,0.38,2004-10-14,10,2004,2274.72,10,
"15,10,2004",230.7,130.7,0.29,2004-10-15,10,2004,2505.42,11,
"18,10,2004",231.59,131.59,0.39,2004-10-18,10,2004,2737.01,12,
"19,10,2004",232.32,132.32,0.32,2004-10-19,10,2004,2969.33,13,
"20,10,2004",232.85,132.85,0.23,2004-10-20,10,2004,3202.18,14,
"21,10,2004",233.23,133.23,0.16,2004-10-21,10,2004,3435.41,15,
"22,10,2004",233.99,133.99,0.33,2004-10-22,10,2004,3669.4,16,
"25,10,2004",233.36,133.36,-0.27,2004-10-25,10,2004,3902.76,17,
"26,10,2004",234.25,134.25,0.38,2004-10-26,10,2004,4137.01,18,
"27,10,2004",236.5,136.5,0.96,2004-10-27,10,2004,4373.51,19,
"28,10,2004",238.21,138.21,0.72,2004-10-28,10,2004,4611.72,20,
"29,10,2004",238.9,138.9,0.29,2004-10-29,10,2004,4850.62,21,
"02,11,2004",238.64,138.64,-0.11,2004-11-02,11,2004,5089.26,22,
"03,11,2004",236.93,136.93,-0.72,2004-11-03,11,2004,5326.19,23,
"04,11,2004",237.05,137.05,0.05,2004-11-04,11,2004,5563.24,24,
"05,11,2004",237.97,137.97,0.39,2004-11-05,11,2004,5801.21,25,
"08,11,2004",237.06,137.06,-0.38,2004-11-08,11,2004,6038.27,26,
"09,11,2004",237.95,137.95,0.38,2004-11-09,11,2004,6276.22,27,
"10,11,2004",239.19,139.19,0.52,2004-11-10,11,2004,6515.41,28,
"11,11,2004",240.46,140.46,0.53,2004-11-11,11,2004,6755.87,29,
"12,11,2004",240.88,140.88,0.17,2004-11-12,11,2004,6996.75,30,
"15,11,2004",241.3,141.3,0.17,2004-11-15,11,2004,7238.05,31,
"16,11,2004",241.96,141.96,0.27,2004-11-16,11,2004,7480.01,32,
"17,11,2004",245.65,145.65,1.53,2004-11-17,11,2004,7725.66,33,
"18,11,2004",247.44,147.44,0.73,2004-11-18,11,2004,7973.1,34,
"19,11,2004",247.97,147.97,0.21,2004-11-19,11,2004,8221.07,35,
"22,11,2004",248.06,148.06,0.04,2004-11-22,11,2004,8469.13,36,
"23,11,2004",250.5,150.5,0.98,2004-11-23,11,2004,8719.63,37,
"24,11,2004",252.94,152.94,0.97,2004-11-24,11,2004,8972.57,38,
"25,11,2004",254.69,154.69,0.69,2004-11-25,11,2004,9227.26,39,
"26,11,2004",256.23,156.23,0.6,2004-11-26,11,2004,9483.49,40,
"29,11,2004",261.88,161.88,2.21,2004-11-29,11,2004,9745.37,41,
"30,11,2004",262.72,162.72,0.32,2004-11-30,11,2004,10008.09,42,
"01,12,2004",261.41,161.41,-0.5,2004-12-01,12,2004,10269.5,43,
"02,12,2004",256.94,156.94,-1.71,2004-12-02,12,2004,10526.44,44,
"03,12,2004",256.71,156.71,-0.09,2004-12-03,12,2004,10783.15,45,
"06,12,2004",256.47,156.47,-0.09,2004-12-06,12,2004,11039.62,46,
"07,12,2004",254.55,154.55,-0.75,2004-12-07,12,2004,11294.17,47,
"08,12,2004",258.52,158.52,1.56,2004-12-08,12,2004,11552.69,48,
"09,12,2004",262.07,162.07,1.37,2004-12-09,12,2004,11814.76,49,
"10,12,2004",265.92,165.92,1.47,2004-12-10,12,2004,12080.68,50,
"13,12,2004",269.61,169.61,1.39,2004-12-13,12,2004,12350.29,51,
"14,12,2004",272.46,172.46,1.06,2004-12-14,12,2004,12622.75,52,
"15,12,2004",273.56,173.56,0.4,2004-12-15,12,2004,12896.31,53,
"16,12,2004",272.6,172.6,-0.35,2004-12-16,12,2004,13168.91,54,
"17,12,2004",273.48,173.48,0.32,2004-12-17,12,2004,13442.39,55,
"20,12,2004",273.42,173.42,-0.02,2004-12-20,12,2004,13715.81,56,
"21,12,2004",271.62,171.62,-0.66,2004-12-21,12,2004,13987.43,57,
"22,12,2004",272.13,172.13,0.19,2004-12-22,12,2004,14259.56,58,
"23,12,2004",275.98,175.98,1.41,2004-12-23,12,2004,14535.54,59,
"24,12,2004",278.36,178.36,0.86,2004-12-24,12,2004,14813.9,60,
"27,12,2004",283.33,183.33,1.79,2004-12-27,12,2004,15097.23,61,
"28,12,2004",284.49,184.49,0.41,2004-12-28,12,2004,15381.72,62,
"29,12,2004",287.69,187.69,1.12,2004-12-29,12,2004,15669.41,63,
"30,12,2004",289.4,189.4,0.59,2004-12-30,12,2004,15958.81,64,
"31,12,2004",293.44,193.44,1.4,2004-12-31,12,2004,16252.25,65,
"03,01,2005",293.97,193.97,0.18,2005-01-03,1,2005,293.97,1,250.0346154
"04,01,2005",305.18,205.18,3.81,2005-01-04,1,2005,599.15,2,
"05,01,2005",314.7,214.7,3.12,2005-01-05,1,2005,913.85,3,
"06,01,2005",308.9,208.9,-1.84,2005-01-06,1,2005,1222.75,4,
"07,01,2005",309.29,209.29,0.13,2005-01-07,1,2005,1532.04,5,
"10,01,2005",312.26,212.26,0.96,2005-01-10,1,2005,1844.3,6,
"11,01,2005",310.65,210.65,-0.52,2005-01-11,1,2005,2154.95,7,
"12,01,2005",310.61,210.61,-0.01,2005-01-12,1,2005,2465.56,8,
"13,01,2005",307.27,207.27,-1.08,2005-01-13,1,2005,2772.83,9,
"14,01,2005",305.11,205.11,-0.7,2005-01-14,1,2005,3077.94,10,
"17,01,2005",304.5,204.5,-0.2,2005-01-17,1,2005,3382.44,11,
"18,01,2005",304.87,204.87,0.12,2005-01-18,1,2005,3687.31,12,
"19,01,2005",308.19,208.19,1.09,2005-01-19,1,2005,3995.5,13,
"20,01,2005",309.33,209.33,0.37,2005-01-20,1,2005,4304.83,14,
