"TIME","GEO","INDIC","S_ADJ","UNIT","Value","Flag and Footnotes"
"2000M07","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-19.8",""
"2000M07","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-27.0",""
"2000M08","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","1.8",""
"2000M08","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","0.3",""
"2000M08","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.3",""
"2000M08","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","15.0",""
"2000M08","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","24.6",""
"2000M08","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","27.0",""
"2000M08","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","21.8",""
"2000M08","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","22.8",""
"2000M08","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-9.6",""
"2000M08","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-10.1",""
"2000M08","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.6",""
"2000M08","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","3.0",""
"2000M08","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-4.5",""
"2000M08","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-3.6",""
"2000M08","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","5.7",""
"2000M08","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.6",""
"2000M08","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","21.1",""
"2000M08","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","21.1",""
"2000M08","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.0",""
"2000M08","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-1.2",""
"2000M08","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-25.0",""
"2000M08","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-30.9",""
"2000M08","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","8.0",""
"2000M08","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","8.0",""
"2000M08","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-13.0",""
"2000M08","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-17.4",""
"2000M08","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-29.2",""
"2000M08","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-34.3",""
"2000M08","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-19.8",""
"2000M08","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-26.2",""
"2000M09","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","1.8",""
"2000M09","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","0.7",""
"2000M09","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.3",""
"2000M09","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","15.7",""
"2000M09","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","24.6",""
"2000M09","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","28.3",""
"2000M09","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","21.8",""
"2000M09","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","23.0",""
"2000M09","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-9.6",""
"2000M09","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-10.0",""
"2000M09","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.6",""
"2000M09","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","3.5",""
"2000M09","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-4.5",""
"2000M09","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-3.6",""
"2000M09","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","5.7",""
"2000M09","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.8",""
"2000M09","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","21.1",""
"2000M09","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","21.4",""
"2000M09","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.0",""
"2000M09","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-0.8",""
"2000M09","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-25.0",""
"2000M09","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-30.3",""
"2000M09","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","8.0",""
"2000M09","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","8.7",""
"2000M09","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-13.0",""
"2000M09","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-17.8",""
"2000M09","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-29.2",""
"2000M09","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-34.9",""
"2000M09","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-19.8",""
"2000M09","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-25.5",""
"2000M10","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","19.0",""
"2000M10","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.8",""
