Date,Open,High,Low,Close,Volume,Adjusted Close
2009-02-28,749.929993,751.27002,734.52002,735.090027,8926480000.0,735.090027
2009-01-31,845.690002,851.659973,821.669983,825.880005,5350580000.0,825.880005
2008-12-31,890.590027,910.320007,889.669983,903.25,4172940000.0,903.25
2008-11-30,886.890015,896.25,881.210022,896.23999,2740860000.0,896.23999
2008-10-31,953.109985,984.380005,944.590027,968.75,6394350000.0,968.75
2008-09-30,1113.780029,1168.030029,1113.780029,1166.359985,4937680000.0,1166.359985
2008-08-31,1296.48999,1297.589966,1282.73999,1282.829956,3288120000.0,1282.829956
2008-07-31,1281.369995,1284.930054,1265.969971,1267.380005,5346050000.0,1267.380005
2008-06-30,1278.060059,1290.310059,1274.859985,1280.0,5032330000.0,1280.0
2008-05-31,1398.359985,1404.459961,1398.079956,1400.380005,3845630000.0,1400.380005
2008-04-30,1391.219971,1404.569946,1384.25,1385.589966,4508890000.0,1385.589966
2008-03-31,1315.920044,1328.52002,1312.810059,1322.699951,4188990000.0,1322.699951
2008-02-29,1364.069946,1364.069946,1325.420044,1330.630005,4426730000.0,1330.630005
2008-01-31,1351.97998,1385.619995,1334.079956,1378.550049,4970290000.0,1378.550049
2007-12-31,1475.25,1475.829956,1465.130005,1468.359985,2440880000.0,1468.359985
2007-11-30,1471.829956,1488.939941,1470.890015,1481.140015,4422200000.0,1481.140015
2007-10-31,1532.150024,1552.76001,1529.400024,1549.380005,3953070000.0,1549.380005
2007-09-30,1531.23999,1533.73999,1521.98999,1526.75,2925350000.0,1526.75
2007-08-31,1457.609985,1481.469971,1457.609985,1473.98999,2731610000.0,1473.98999
2007-07-31,1473.900024,1488.300049,1454.25,1455.27002,4524520000.0,1455.27002
2007-06-30,1505.699951,1517.530029,1493.609985,1503.349976,3165410000.0,1503.349976
2007-05-31,1530.189941,1535.560059,1528.26001,1530.619995,3335530000.0,1530.619995
2007-04-30,1494.069946,1497.160034,1482.290039,1482.369995,3093420000.0,1482.369995
2007-03-31,1422.52002,1429.219971,1408.900024,1420.859985,2903960000.0,1420.859985
2007-02-28,1398.640015,1415.890015,1396.650024,1406.819946,3925250000.0,1406.819946
2007-01-31,1428.650024,1441.609985,1424.780029,1438.23999,2976690000.0,1438.23999
2006-12-31,1424.709961,1427.0,1416.839966,1418.300049,1678200000.0,1418.300049
2006-11-30,1399.469971,1406.300049,1393.829956,1400.630005,4006230000.0,1400.630005
2006-10-31,1377.930054,1381.209961,1372.189941,1377.939941,2803030000.0,1377.939941
2006-09-30,1339.150024,1339.880005,1335.640015,1335.849976,2273430000.0,1335.849976
2006-08-31,1304.25,1306.109985,1302.449951,1303.819946,1974540000.0,1303.819946
2006-07-31,1278.530029,1278.660034,1274.310059,1276.660034,2461300000.0,1276.660034
2006-06-30,1272.859985,1276.300049,1270.199951,1270.199951,3049560000.0,1270.199951
2006-05-31,1259.380005,1270.089966,1259.380005,1270.089966,2692160000.0,1270.089966
2006-04-30,1309.719971,1316.040039,1306.160034,1310.609985,2419920000.0,1310.609985
2006-03-31,1300.25,1303.0,1294.869995,1294.869995,2236710000.0,1294.869995
2006-02-28,1294.119995,1294.119995,1278.660034,1280.660034,2370860000.0,1280.660034
2006-01-31,1285.199951,1285.199951,1276.849976,1280.079956,2708310000.0,1280.079956
2005-12-31,1254.420044,1254.420044,1246.589966,1248.290039,1443500000.0,1248.290039
2005-11-30,1257.47998,1260.930054,1249.390015,1249.47998,2374690000.0,1249.47998
2005-10-31,1198.410034,1211.430054,1198.410034,1207.01001,2567470000.0,1207.01001
2005-09-30,1227.680054,1229.569946,1225.219971,1228.810059,2097520000.0,1228.810059
2005-08-31,1208.410034,1220.359985,1204.400024,1220.329956,2365510000.0,1220.329956
2005-07-31,1243.719971,1245.040039,1234.180054,1234.180054,1789600000.0,1234.180054
2005-06-30,1199.849976,1203.27002,1190.51001,1191.329956,2109490000.0,1191.329956
2005-05-31,1198.780029,1198.780029,1191.5,1191.5,1840680000.0,1191.5
2005-04-30,1143.219971,1156.969971,1139.189941,1156.849976,2362360000.0,1156.849976
2005-03-31,1181.410034,1184.530029,1179.48999,1180.589966,2214230000.0,1180.589966
2005-02-28,1211.369995,1211.369995,1198.130005,1203.599976,1795480000.0,1203.599976
2005-01-31,1171.359985,1182.069946,1171.359985,1181.27002,1679800000.0,1181.27002
2004-12-31,1213.550049,1217.329956,1211.650024,1211.920044,786900000.0,1211.920044
2004-11-30,1178.569946,1178.660034,1173.810059,1173.819946,1553500000.0,1173.819946
2004-10-31,1127.439941,1131.400024,1124.619995,1130.199951,1500800000.0,1130.199951
2004-09-30,1114.800049,1116.310059,1109.680054,1114.579956,1748000000.0,1114.579956
2004-08-31,1099.150024,1104.23999,1094.719971,1104.23999,1138200000.0,1104.23999
2004-07-31,1100.430054,1103.72998,1096.959961,1101.719971,1298200000.0,1101.719971
2004-06-30,1136.199951,1144.199951,1133.619995,1140.839966,1473800000.0,1140.839966
2004-05-31,1121.280029,1122.689941,1118.099976,1120.680054,1172600000.0,1120.680054
2004-04-30,1113.890015,1119.26001,1107.22998,1107.300049,1634700000.0,1107.300049
2004-03-31,1127.0,1130.829956,1121.459961,1126.209961,1560700000.0,1126.209961
2004-02-29,1145.800049,1151.680054,1141.800049,1144.939941,1540400000.0,1144.939941
2004-01-31,1134.109985,1134.170044,1127.72998,1131.130005,1635000000.0,1131.130005
2003-12-31,1109.640015,1112.560059,1106.209961,1111.920044,1027500000.0,1111.920044
2003-11-30,1058.449951,1060.630005,1056.77002,1058.199951,487220000.0,1058.199951
2003-10-31,1046.939941,1053.089966,1046.939941,1050.709961,1498900000.0,1050.709961
2003-09-30,1006.580017,1006.580017,990.359985,995.969971,1590500000.0,995.969971
2003-08-31,1002.840027,1008.849976,999.52002,1008.01001,945100000.0,1008.01001
2003-07-31,987.48999,1004.590027,987.48999,990.309998,1608000000.0,990.309998
2003-06-30,976.219971,983.609985,973.599976,974.5,1587200000.0,974.5
2003-05-31,949.640015,965.380005,949.640015,963.590027,1688800000.0,963.590027
2003-04-30,917.840027,922.01001,911.700012,916.919983,1788510000.0,916.919983
2003-03-31,863.5,863.5,843.679993,848.179993,1495500000.0,848.179993
2003-02-28,837.280029,847.0,837.280029,841.150024,1373300000.0,841.150024
2003-01-31,844.609985,858.330017,840.340027,855.700012,1578530000.0,855.700012
2002-12-31,879.390015,881.929993,869.450012,879.820007,1088500000.0,879.820007
2002-11-30,938.869995,941.820007,935.580017,936.309998,643460000.0,936.309998
2002-10-31,890.710022,898.830017,879.75,885.76001,1641300000.0,885.76001
2002-09-30,827.369995,827.369995,800.200012,815.280029,1721870000.0,815.280029
2002-08-31,917.799988,928.150024,910.169983,916.070007,929900000.0,916.070007
2002-07-31,902.780029,911.640015,889.880005,911.619995,2049360000.0,911.619995
2002-06-30,990.640015,1001.789978,988.309998,989.820007,2117000000.0,989.820007
2002-05-31,1064.660034,1079.930054,1064.660034,1067.140015,1277300000.0,1067.140015
2002-04-30,1065.449951,1082.619995,1063.459961,1076.920044,1628600000.0,1076.920044
2002-03-31,1144.579956,1154.449951,1144.579956,1147.390015,1147600000.0,1147.390015
2002-02-28,1109.890015,1121.569946,1106.72998,1106.72998,1392200000.0,1106.72998
2002-01-31,1113.569946,1130.209961,1113.300049,1130.199951,1557000000.0,1130.199951
2001-12-31,1161.02002,1161.160034,1148.040039,1148.079956,943600000.0,1148.079956
2001-11-30,1140.199951,1143.569946,1135.890015,1139.449951,1343600000.0,1139.449951
2001-10-31,1059.790039,1074.790039,1057.550049,1059.780029,1352500000.0,1059.780029
2001-09-30,1018.609985,1040.939941,1018.609985,1040.939941,1631500000.0,1040.939941
2001-08-31,1129.030029,1141.829956,1126.380005,1133.579956,920100000.0,1133.579956
2001-07-31,1204.52002,1222.73999,1204.52002,1211.22998,1129200000.0,1211.22998
2001-06-30,1226.199951,1237.290039,1221.140015,1224.380005,1832360000.0,1224.380005
2001-05-31,1248.079956,1261.910034,1248.069946,1255.819946,1226600000.0,1255.819946
2001-04-30,1253.050049,1269.300049,1243.98999,1249.459961,1266800000.0,1249.459961
2001-03-31,1147.949951,1162.800049,1143.829956,1160.329956,1280800000.0,1160.329956
2001-02-28,1257.939941,1263.469971,1229.650024,1239.939941,1225300000.0,1239.939941
2001-01-31,1373.72998,1383.369995,1364.660034,1366.01001,1295300000.0,1366.01001
2000-12-31,1334.219971,1340.099976,1317.51001,1320.280029,1035500000.0,1320.280029
2000-11-30,1341.910034,1341.910034,1294.900024,1314.949951,1186530000.0,1314.949951
2000-10-31,1398.660034,1432.219971,1398.660034,1429.400024,1366400000.0,1429.400024
2000-09-30,1458.290039,1458.290039,1436.290039,1436.51001,1197100000.0,1436.51001
2000-08-31,1502.589966,1525.209961,1502.589966,1517.680054,1056600000.0,1517.680054
2000-07-31,1419.890015,1437.650024,1418.709961,1430.829956,952600000.0,1430.829956
2000-06-30,1442.390015,1454.680054,1438.709961,1454.599976,1459700000.0,1454.599976
2000-05-31,1422.439941,1434.48999,1415.5,1420.599976,960500000.0,1420.599976
2000-04-30,1464.920044,1473.619995,1448.150024,1452.430054,984600000.0,1452.430054
2000-03-31,1487.920044,1519.810059,1484.380005,1498.579956,1227400000.0,1498.579956
2000-02-29,1348.050049,1369.630005,1348.050049,1366.420044,1204300000.0,1366.420044
2000-01-31,1360.160034,1394.47998,1350.140015,1394.459961,993800000.0,1394.459961
